trade_date,open,high,low,close,volume
2025-12-12,313.7000,314.8700,305.5600,309.2900,35940170
2025-12-11,320.0800,321.1200,308.6000,312.4300,42353697
2025-12-10,315.8300,321.3100,314.6800,320.2100,33428923
2025-12-09,312.3700,317.9900,311.8950,317.0800,30089731
2025-12-08,320.0500,320.4400,311.2219,313.7200,33403895
2025-12-05,319.4900,323.1600,319.1650,321.2700,28851705
2025-12-04,322.2250,322.3600,314.7000,317.6200,31240924
2025-12-03,315.8900,321.5800,314.1000,319.6300,41838317
2025-12-02,316.7400,318.3800,313.9100,315.8100,35854744
2025-12-01,317.7000,319.8500,313.8900,314.8900,41182956
2025-11-28,323.3650,326.8500,316.7900,320.1800,26018568
2025-11-26,320.6800,324.5000,316.7900,319.9500,51373361
2025-11-25,326.2100,328.8300,317.6500,323.4400,88632074
2025-11-24,311.1300,319.4800,309.5950,318.5800,85165123
2025-11-21,296.4150,303.9200,293.8450,299.6600,74137697
2025-11-20,304.5400,306.4200,288.6700,289.4500,62025218
2025-11-19,287.1600,303.8100,286.6300,292.8100,68198944
2025-11-18,287.9150,288.8000,278.2000,284.2800,49158743
2025-11-17,285.7750,293.9500,283.5700,285.0200,52670192
2025-11-14,271.4050,278.5600,270.7000,276.4100,31647227
2025-11-13,282.3400,282.8400,277.2400,278.5700,29494040
2025-11-12,291.6750,292.0050,283.6900,286.7100,24829923
2025-11-11,287.7450,291.9150,287.3200,291.3100,19842136
2025-11-10,284.4200,290.8000,282.8550,290.1000,29557309
2025-11-07,283.2050,283.7800,275.1900,278.8300,34479588
2025-11-06,285.3300,288.3500,281.1400,284.7500,37173648
2025-11-05,278.8700,286.4150,277.3400,284.3100,30283252
2025-11-04,276.7500,281.2700,276.2600,277.5400,30078369
2025-11-03,282.1750,285.5300,279.8000,283.7200,29785996
2025-10-31,283.2100,286.0000,277.0300,281.1900,39267945
2025-10-30,291.5900,291.5900,280.0600,281.4800,74875990
2025-10-29,267.7500,275.3360,267.6700,274.5700,43580277
2025-10-28,269.6900,270.7300,266.5000,267.4700,29738564
2025-10-27,264.8150,270.1400,264.2800,269.2700,35235231
2025-10-24,256.5800,261.6800,255.3150,259.9200,28655126
2025-10-23,252.9800,255.0400,251.8500,253.0800,19901425
2025-10-22,254.3700,256.3600,249.2900,251.6900,35029370
2025-10-21,254.7400,254.8800,244.1500,250.4600,47312098
2025-10-20,254.6900,257.3300,254.2300,256.5500,22350155
2025-10-17,250.7600,254.2200,247.8100,253.3000,29671629
2025-10-16,251.7650,256.9600,250.1010,251.4600,27997159
2025-10-15,247.2450,252.1100,245.9900,251.0300,27007690
2025-10-14,241.2300,247.1200,240.5100,245.4500,22111572
2025-10-13,240.2100,244.5000,239.7100,244.1500,24995028
2025-10-10,241.4300,244.0900,235.8400,236.5700,33180323
2025-10-09,244.4700,244.7600,239.1500,241.5300,27892086
2025-10-08,244.9600,246.0050,243.8200,244.6200,21307104
2025-10-07,248.2700,250.4400,245.5200,245.7600,23181285
2025-10-06,244.7800,251.3200,244.5800,250.4300,28894653
2025-10-03,244.4900,246.3000,241.6550,245.3500,30249559
2025-10-02,245.1500,246.8100,242.3000,245.6900,25483298
2025-10-01,240.7500,246.3000,238.6100,244.9000,31658234
2025-09-30,242.8100,243.2900,239.2450,243.1000,34724346
2025-09-29,247.8500,251.1486,242.7700,244.0500,32505777
2025-09-26,247.0650,249.4200,245.9700,246.5400,18503194
2025-09-25,244.4000,246.4900,240.7400,245.7900,31020383
2025-09-24,251.6600,252.3501,246.4400,247.1400,28201003
2025-09-23,253.0400,254.3600,250.4800,251.6600,26628016
2025-09-22,254.4300,255.7800,250.3000,252.5300,32290538
2025-09-19,253.2500,256.0000,251.8100,254.7200,55571424
2025-09-18,251.6800,253.9900,249.8000,252.0300,31239474
2025-09-17,251.2200,251.6000,246.2800,249.5300,34107992
2025-09-16,252.0800,253.0400,249.4700,251.1600,34109720
2025-09-15,244.6600,252.4099,244.6600,251.6100,58383796
2025-09-12,240.3700,242.0750,238.0000,240.8000,26771610
2025-09-11,239.8800,242.2500,236.2500,240.3700,30599328
